cd_cnpj,nu_ordem,fl_matriz,dt_abertura,nm_razao_social,cd_natureza_juridica,de_natureza_juridica
18536078000190,0,1,8/30/1983,GILBERTO CIRIACO DE CRISTO ME,2135,EMPRESARIO INDIVIDUAL
04183308000170,0,1,10/30/2000,ANTONIO FONSECA BORGES ME,2135,EMPRESARIO INDIVIDUAL
02348747000160,0,1,1/19/1998,CELL WORLD DE PRESIDENTE PRUDENTE EQUIPAMENTOS ELETRONICOS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
26657403000100,,1,6/20/1990,ANTONIO CARLOS DOS SANTOS O BILOKA,2135,EMPRESARIO INDIVIDUAL
19249614000130,,1,3/16/1984,LUIZA HELENA DE OLIVEIRA,2135,EMPRESARIO INDIVIDUAL
54281126000100,,1,3/13/1985,R G ASSOCIADOS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
18986794000170,,1,6/26/1984,GRUPO DE RECURSOS HUMANOS DE ITAJUBA,3999,ASSOCIACAO PRIVADA
56951460000150,,1,1/13/1987,FLAMA EMPREENDIMENTOS E NEGOCIOS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
67330423000140,,1,12/4/1991,CREUSA BENEDITA JOFRE MARIANO ME,2135,EMPRESARIO INDIVIDUAL
70981477000180,,1,3/9/1993,MARIA LUCIA PEREIRA ME,2135,EMPRESARIO INDIVIDUAL
34565309000140,,1,4/23/1990,F A SOUSA ARTEFATOS ME,2135,EMPRESARIO INDIVIDUAL
10231332000130,,1,6/25/2008,JOAO C RIBEIRO ME,2135,EMPRESARIO INDIVIDUAL
80217748000180,,1,8/5/1966,CALCADOS PELLISSARI LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
49956741000130,,1,12/18/1978,TRANSPORTES R R LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
52638087000120,,1,2/2/1983,CONTAF ORGANIZACAO ASSISTENCIAL LTDA,2240,SOCIEDADE SIMPLES LIMITADA
76825140000160,,1,5/27/1983,ASSESSORIA DE PLANEJAMENTO E CONTROLE PLANALTO LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
88982814000110,,1,12/2/1976,DIRCEU PERRONI PEREIRA,4014,EMPRESA INDIVIDUAL IMOBILIARIA
29877065000100,,1,2/15/1979,ALENCAR E SOUSA LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
30646731000170,,1,7/17/1980,EDUCANDARIO DEMETRIUS ROBERTO FERREIRA DE FREITAS LTDA,2240,SOCIEDADE SIMPLES LIMITADA
90071549000160,,1,8/28/1984,LICIA GOMES DOS SANTOS ME,2135,EMPRESARIO INDIVIDUAL
68387802000130,,1,8/10/1992,MAXMOCASSIN INDUSTRIA E COMERCIO LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
61496154000100,,1,2/8/1968,COLMEIAGRAF LITOGRAFIA LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
09585148000100,0,1,5/5/2008,PCI COMERCIO DE TECIDOS E CONFECCOES LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
09585148000100,1,1,5/5/2008,PCI COMERCIO DE TECIDOS E CONFECCOES LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
09585148000100,4,1,5/5/2008,PCI COMERCIO DE TECIDOS E CONFECCOES LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
09585148000100,2,1,5/5/2008,PCI COMERCIO DE TECIDOS E CONFECCOES LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
09585148000100,3,1,5/5/2008,PCI COMERCIO DE TECIDOS E CONFECCOES LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
07987231000180,1,1,5/6/2006,NICOLINO CASELLA,4120,PRODUTOR RURAL PESSOA FISICA
07987231000180,0,1,5/6/2006,NICOLINO CASELLA,4120,PRODUTOR RURAL PESSOA FISICA
08396394000150,0,1,10/30/2006,LUIZ ROBERTO DE CAMARGO,4120,PRODUTOR RURAL PESSOA FISICA
08396394000150,1,1,10/30/2006,LUIZ ROBERTO DE CAMARGO,4120,PRODUTOR RURAL PESSOA FISICA
07208250000160,0,1,2/1/2005,CHOPERIA SPORT BAR LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
00646104000330,0,0,3/25/2004,CELIPE S CONFECCOES IND E COM LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
02928778000190,0,1,11/13/1986,ARNALDO FERREIRA BRAGA ME,2135,EMPRESARIO INDIVIDUAL
14649357000100,0,1,11/21/2011,ALLINE ROCHA DUARTE MEI,2135,EMPRESARIO INDIVIDUAL
05505737000180,0,1,2/3/2003,NUNO E NUNO SERVICOS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
09208183000100,1,1,9/13/2007,NEUSA MARIA DE SA CRUZ ME,2135,EMPRESARIO INDIVIDUAL
09208183000100,0,1,9/13/2007,NEUSA MARIA DE SA CRUZ ME,2135,EMPRESARIO INDIVIDUAL
09208183000100,3,1,9/13/2007,NEUSA MARIA DE SA CRUZ ME,2135,EMPRESARIO INDIVIDUAL
09208183000100,2,1,9/13/2007,NEUSA MARIA DE SA CRUZ ME,2135,EMPRESARIO INDIVIDUAL
09208183000100,4,1,9/13/2007,NEUSA MARIA DE SA CRUZ ME,2135,EMPRESARIO INDIVIDUAL
02115997000150,2,1,8/25/1997,REFRIGERACAO OESTE LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
02115997000150,1,1,8/25/1997,REFRIGERACAO OESTE LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
02115997000150,0,1,8/25/1997,REFRIGERACAO OESTE LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
13470715000150,0,1,3/23/2011,HD 3 PROJETO E DESENVOLVIMENTO LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
55524342000100,0,1,3/21/1986,MIRNA LIMA GIANFRANCESCO ME,2135,EMPRESARIO INDIVIDUAL
13587405000110,0,1,5/3/2011,WIGLES JOSE DA COSTA MEI,2135,EMPRESARIO INDIVIDUAL
13587405000110,2,1,5/3/2011,WIGLES JOSE DA COSTA MEI,2135,EMPRESARIO INDIVIDUAL
13587405000110,1,1,5/3/2011,WIGLES JOSE DA COSTA MEI,2135,EMPRESARIO INDIVIDUAL
11122252000100,3,1,9/9/2009,E T FARIAS ME,2135,EMPRESARIO INDIVIDUAL
11122252000100,4,1,9/9/2009,E T FARIAS ME,2135,EMPRESARIO INDIVIDUAL
11122252000100,0,1,9/9/2009,E T FARIAS ME,2135,EMPRESARIO INDIVIDUAL
11122252000100,2,1,9/9/2009,E T FARIAS ME,2135,EMPRESARIO INDIVIDUAL
11122252000100,1,1,9/9/2009,E T FARIAS ME,2135,EMPRESARIO INDIVIDUAL
12456914000140,0,1,8/30/2010,MARIA ISABEL MOURA RESTAURANTE ME,2135,EMPRESARIO INDIVIDUAL
13822831000190,3,1,6/17/2011,MARCOS RAMPAZZO NETO MEI,2135,EMPRESARIO INDIVIDUAL
13822831000190,0,1,6/17/2011,MARCOS RAMPAZZO NETO MEI,2135,EMPRESARIO INDIVIDUAL
13822831000190,4,1,6/17/2011,MARCOS RAMPAZZO NETO MEI,2135,EMPRESARIO INDIVIDUAL
13822831000190,1,1,6/17/2011,MARCOS RAMPAZZO NETO MEI,2135,EMPRESARIO INDIVIDUAL
13822831000190,2,1,6/17/2011,MARCOS RAMPAZZO NETO MEI,2135,EMPRESARIO INDIVIDUAL
13030297000180,4,1,12/14/2010,J C O DA SILVA ME,2135,EMPRESARIO INDIVIDUAL
13030297000180,1,1,12/14/2010,J C O DA SILVA ME,2135,EMPRESARIO INDIVIDUAL
13030297000180,3,1,12/14/2010,J C O DA SILVA ME,2135,EMPRESARIO INDIVIDUAL
13030297000180,2,1,12/14/2010,J C O DA SILVA ME,2135,EMPRESARIO INDIVIDUAL
13030297000180,0,1,12/14/2010,J C O DA SILVA ME,2135,EMPRESARIO INDIVIDUAL
84542810000160,3,1,3/2/1994,J J F DANTAS,2135,EMPRESARIO INDIVIDUAL
84542810000160,0,1,3/2/1994,J J F DANTAS,2135,EMPRESARIO INDIVIDUAL
84542810000160,4,1,3/2/1994,J J F DANTAS,2135,EMPRESARIO INDIVIDUAL
84542810000160,1,1,3/2/1994,J J F DANTAS,2135,EMPRESARIO INDIVIDUAL
84542810000160,2,1,3/2/1994,J J F DANTAS,2135,EMPRESARIO INDIVIDUAL
14888948000130,1,1,1/16/2012,ADEMIR MIRANDA DE FREITAS MEI,2135,EMPRESARIO INDIVIDUAL
14888948000130,0,1,1/16/2012,ADEMIR MIRANDA DE FREITAS MEI,2135,EMPRESARIO INDIVIDUAL
14888948000130,4,1,1/16/2012,ADEMIR MIRANDA DE FREITAS MEI,2135,EMPRESARIO INDIVIDUAL
14888948000130,2,1,1/16/2012,ADEMIR MIRANDA DE FREITAS MEI,2135,EMPRESARIO INDIVIDUAL
14888948000130,3,1,1/16/2012,ADEMIR MIRANDA DE FREITAS MEI,2135,EMPRESARIO INDIVIDUAL
10316007000170,0,1,8/19/2008,ROBSON NILTON MAROSTEGAN ME,2135,EMPRESARIO INDIVIDUAL
10316007000170,1,1,8/19/2008,ROBSON NILTON MAROSTEGAN ME,2135,EMPRESARIO INDIVIDUAL
14959998000160,0,1,1/27/2012,POSTO ROTA 118 DERIVADOS DE PETROLEO LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
14959998000160,1,1,1/27/2012,POSTO ROTA 118 DERIVADOS DE PETROLEO LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
14959998000160,3,1,1/27/2012,POSTO ROTA 118 DERIVADOS DE PETROLEO LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
14959998000160,2,1,1/27/2012,POSTO ROTA 118 DERIVADOS DE PETROLEO LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
14959998000160,4,1,1/27/2012,POSTO ROTA 118 DERIVADOS DE PETROLEO LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
15224725000130,0,1,3/20/2012,MARCIO BASTOS DA SILVA MEI,2135,EMPRESARIO INDIVIDUAL
15698317000110,2,1,5/22/2012,GROWTH SERVICOS E CONSTRUCOES EIRELI,2305,EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA
15698317000110,0,1,5/22/2012,GROWTH SERVICOS E CONSTRUCOES EIRELI,2305,EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA
15698317000110,4,1,5/22/2012,GROWTH SERVICOS E CONSTRUCOES EIRELI,2305,EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA
15698317000110,1,1,5/22/2012,GROWTH SERVICOS E CONSTRUCOES EIRELI,2305,EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA
15698317000110,3,1,5/22/2012,GROWTH SERVICOS E CONSTRUCOES EIRELI,2305,EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA
15697020000130,2,1,6/13/2012,ANGELINA ALVES DOS SANTOS MEI,2135,EMPRESARIO INDIVIDUAL
15697020000130,1,1,6/13/2012,ANGELINA ALVES DOS SANTOS MEI,2135,EMPRESARIO INDIVIDUAL
15697020000130,0,1,6/13/2012,ANGELINA ALVES DOS SANTOS MEI,2135,EMPRESARIO INDIVIDUAL
15697020000130,3,1,6/13/2012,ANGELINA ALVES DOS SANTOS MEI,2135,EMPRESARIO INDIVIDUAL
15731774000160,0,1,5/30/2011,PARTIDO SOCIAL LIBERAL PSL DIRETORIO MUNICIPAL DE CAPISTRANO CE,3271,ORGAO DE DIRECAO LOCAL DE PARTIDO POLITICO
15732933000140,0,1,7/13/2001,CONSELHO TUTELAR DE PENEDO,1031,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL
10309339000390,2,0,2/10/2012,MARCIO RICARDO NOGUEIRA,4120,PRODUTOR RURAL PESSOA FISICA
10309339000390,1,0,2/10/2012,MARCIO RICARDO NOGUEIRA,4120,PRODUTOR RURAL PESSOA FISICA
10309339000390,0,0,2/10/2012,MARCIO RICARDO NOGUEIRA,4120,PRODUTOR RURAL PESSOA FISICA
15739240000180,0,1,6/20/2012,SIDNEY SILVA DE OLIVEIRA MEI,2135,EMPRESARIO INDIVIDUAL
08213199000490,0,0,7/23/2009,LUIZ ROBERTO ZAPATA RAMPAZZO,4120,PRODUTOR RURAL PESSOA FISICA
09210918000210,0,0,11/24/2007,ETSU FUKASE,4120,PRODUTOR RURAL PESSOA FISICA
08351844000270,0,0,10/17/2006,LUIZ ALBERTO RIBEIRO DE PAULA,4120,PRODUTOR RURAL PESSOA FISICA
08351844000270,1,0,10/17/2006,LUIZ ALBERTO RIBEIRO DE PAULA,4120,PRODUTOR RURAL PESSOA FISICA
08396358000600,0,0,12/11/2006,LUIZ FELIPE AREOVALDO CALHIM MANOEL ABUD,4120,PRODUTOR RURAL PESSOA FISICA
66970229009890,1,0,11/25/2008,NEXTEL TELECOMUNICACOES LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
66970229009890,0,0,11/25/2008,NEXTEL TELECOMUNICACOES LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
06177717000190,1,1,3/22/2004,E PESSOA PRESENTES ME,2135,EMPRESARIO INDIVIDUAL
06177717000190,0,1,3/22/2004,E PESSOA PRESENTES ME,2135,EMPRESARIO INDIVIDUAL
06177717000190,3,1,3/22/2004,E PESSOA PRESENTES ME,2135,EMPRESARIO INDIVIDUAL
06177717000190,2,1,3/22/2004,E PESSOA PRESENTES ME,2135,EMPRESARIO INDIVIDUAL
06177717000190,4,1,3/22/2004,E PESSOA PRESENTES ME,2135,EMPRESARIO INDIVIDUAL
15246442000190,2,1,3/12/2012,K RODRIGUES DE SOUSA ME,2135,EMPRESARIO INDIVIDUAL
15246442000190,1,1,3/12/2012,K RODRIGUES DE SOUSA ME,2135,EMPRESARIO INDIVIDUAL
15246442000190,0,1,3/12/2012,K RODRIGUES DE SOUSA ME,2135,EMPRESARIO INDIVIDUAL
15246442000190,3,1,3/12/2012,K RODRIGUES DE SOUSA ME,2135,EMPRESARIO INDIVIDUAL
01694944000250,0,0,9/3/1997,MARLENE ZAMPROGNIO BAHIA ME,2135,EMPRESARIO INDIVIDUAL
15596451000100,0,1,5/14/2012,AGILY SERVICE COBRANCAS EPP LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
05559270000150,0,1,3/18/2003,WT TRANSPORTES DE CARGAS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
87715678000210,0,0,12/18/1980,MALLMANN & FILHOS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
12806973000100,0,1,11/4/2010,KARLA CRISTINA RIBEIRO MARTINS MEI,2135,EMPRESARIO INDIVIDUAL
03236501000160,0,1,6/24/1999,MONT FRIO REFRIGERACAO EPP LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
08839837000130,3,1,5/23/2007,ALPHA BUSINESS IMPORTACAO E EXPORTACAO LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
08839837000130,2,1,5/23/2007,ALPHA BUSINESS IMPORTACAO E EXPORTACAO LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
08839837000130,0,1,5/23/2007,ALPHA BUSINESS IMPORTACAO E EXPORTACAO LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
08839837000130,1,1,5/23/2007,ALPHA BUSINESS IMPORTACAO E EXPORTACAO LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
15756843000190,0,1,6/22/2012,EDNA DE FATIMA MARTINS DE CAMPOS MEI,2135,EMPRESARIO INDIVIDUAL
93521391000170,3,1,7/27/1990,NEUSA BORGES ASSUNCAO ME,2135,EMPRESARIO INDIVIDUAL
93521391000170,0,1,7/27/1990,NEUSA BORGES ASSUNCAO ME,2135,EMPRESARIO INDIVIDUAL
93521391000170,4,1,7/27/1990,NEUSA BORGES ASSUNCAO ME,2135,EMPRESARIO INDIVIDUAL
93521391000170,1,1,7/27/1990,NEUSA BORGES ASSUNCAO ME,2135,EMPRESARIO INDIVIDUAL
93521391000170,2,1,7/27/1990,NEUSA BORGES ASSUNCAO ME,2135,EMPRESARIO INDIVIDUAL
12425173000130,0,1,8/24/2010,MERCEARIA M M MACIEL LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
12425173000130,1,1,8/24/2010,MERCEARIA M M MACIEL LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
49930514101080,0,0,2/15/2011,SODEXO DO BRASIL COMERCIAL SA,2054,SOCIEDADE ANONIMA FECHADA
22439343000190,3,1,11/3/1986,CLIMERF LTDA ME,2240,SOCIEDADE SIMPLES LIMITADA
22439343000190,2,1,11/3/1986,CLIMERF LTDA ME,2240,SOCIEDADE SIMPLES LIMITADA
22439343000190,1,1,11/3/1986,CLIMERF LTDA ME,2240,SOCIEDADE SIMPLES LIMITADA
22439343000190,0,1,11/3/1986,CLIMERF LTDA ME,2240,SOCIEDADE SIMPLES LIMITADA
10803793000130,1,1,2/12/2009,GALPAO DIVERSOES EIRELI ME,2305,EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA
10803793000130,2,1,2/12/2009,GALPAO DIVERSOES EIRELI ME,2305,EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA
10803793000130,0,1,2/12/2009,GALPAO DIVERSOES EIRELI ME,2305,EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA
07962644000100,1,1,4/17/2006,PLAY KIDS COMERCIO E CONFECCOES DE ROUPAS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
07962644000100,0,1,4/17/2006,PLAY KIDS COMERCIO E CONFECCOES DE ROUPAS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
14544047000120,0,1,10/31/2011,HELIO OSS ROCHA MEI,2135,EMPRESARIO INDIVIDUAL
15283306000170,0,1,3/22/2012,VALDEIR VIEIRA DE ALMEIDA ME,2135,EMPRESARIO INDIVIDUAL
15283306000170,2,1,3/22/2012,VALDEIR VIEIRA DE ALMEIDA ME,2135,EMPRESARIO INDIVIDUAL
15283306000170,1,1,3/22/2012,VALDEIR VIEIRA DE ALMEIDA ME,2135,EMPRESARIO INDIVIDUAL
13425825000280,0,0,4/30/2012,MRV PRIME XXIII INCORPORACOES SPE LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
06347693000250,1,0,5/10/2012,EUNAROL ROLAMENTOS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
06347693000250,0,0,5/10/2012,EUNAROL ROLAMENTOS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
87139234000100,0,1,4/24/1973,IMPORTADORA DE RELOGIOS E FORNITURAS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
87139234000100,1,1,4/24/1973,IMPORTADORA DE RELOGIOS E FORNITURAS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
64323777000170,1,1,10/10/1990,FRANCISCO DE ASSIS MOREIRA CASTRO ME,2135,EMPRESARIO INDIVIDUAL
64323777000170,0,1,10/10/1990,FRANCISCO DE ASSIS MOREIRA CASTRO ME,2135,EMPRESARIO INDIVIDUAL
51519197000100,0,1,12/9/1987,CENTRO MUNICIPAL DE FORMACAO PROFISSIONAL,1120,AUTARQUIA MUNICIPAL
13224623000190,3,1,2/9/2011,GRIZANTO HUMBERTO FERREIRA MENDES MEI,2135,EMPRESARIO INDIVIDUAL
13224623000190,1,1,2/9/2011,GRIZANTO HUMBERTO FERREIRA MENDES MEI,2135,EMPRESARIO INDIVIDUAL
13224623000190,0,1,2/9/2011,GRIZANTO HUMBERTO FERREIRA MENDES MEI,2135,EMPRESARIO INDIVIDUAL
13224623000190,2,1,2/9/2011,GRIZANTO HUMBERTO FERREIRA MENDES MEI,2135,EMPRESARIO INDIVIDUAL
13224623000190,4,1,2/9/2011,GRIZANTO HUMBERTO FERREIRA MENDES MEI,2135,EMPRESARIO INDIVIDUAL
60048188000170,0,1,2/24/1989,M S RESAL REPRESENTACOES LTDA ME SC,2240,SOCIEDADE SIMPLES LIMITADA
03112335000190,0,1,4/20/1999,PC SOLUCOES EM INFORMATICA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
04309903000100,0,1,2/15/2001,L DO ROSARIO PALHETA ME,2135,EMPRESARIO INDIVIDUAL
27634716000520,0,0,4/2/1985,VALDEMIR RODRIGUES DOS SANTOS EPP,2135,EMPRESARIO INDIVIDUAL
93341733000170,0,1,4/11/1990,OSORIO ALVES CAMPOS ME,2135,EMPRESARIO INDIVIDUAL
93341733000170,1,1,4/11/1990,OSORIO ALVES CAMPOS ME,2135,EMPRESARIO INDIVIDUAL
52557469000120,0,1,5/20/1983,EDMILSON CORREIA DO NASCIMENTO ME,2135,EMPRESARIO INDIVIDUAL
15291858000120,0,1,3/30/2012,JOAO MARIO TEIXEIRA BRAGA MACHADO MEI,2135,EMPRESARIO INDIVIDUAL
15291858000120,1,1,3/30/2012,JOAO MARIO TEIXEIRA BRAGA MACHADO MEI,2135,EMPRESARIO INDIVIDUAL
07953678005520,1,0,10/20/2011,PAGGO ADMINISTRADORA LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
07953678005520,0,0,10/20/2011,PAGGO ADMINISTRADORA LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
15305553000120,1,1,4/2/2012,MARTHA MARTINEZ MARADEY MEI,2135,EMPRESARIO INDIVIDUAL
15305553000120,4,1,4/2/2012,MARTHA MARTINEZ MARADEY MEI,2135,EMPRESARIO INDIVIDUAL
15305553000120,0,1,4/2/2012,MARTHA MARTINEZ MARADEY MEI,2135,EMPRESARIO INDIVIDUAL
15305553000120,2,1,4/2/2012,MARTHA MARTINEZ MARADEY MEI,2135,EMPRESARIO INDIVIDUAL
15305553000120,3,1,4/2/2012,MARTHA MARTINEZ MARADEY MEI,2135,EMPRESARIO INDIVIDUAL
15777000000170,0,1,4/29/2010,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO PRTB COMISSAO PROVISORIA MUNICIPAL,3271,ORGAO DE DIRECAO LOCAL DE PARTIDO POLITICO
60746948599200,0,0,6/16/2009,BANCO BRADESCO SA,2046,SOCIEDADE ANONIMA ABERTA
02799419000180,,1,10/17/1986,SO JEANS COMERCIO E CONFECCOES LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
83559534000180,,1,1/10/1979,INSTALADORA BLUMENAUENSE COM DE MAT CONSTRUCAO LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
55764401000100,,1,5/21/1986,LUTRE LAMINADOS INDUSTRIA E COMERCIO LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
56972706000170,,1,1/22/1987,TRIANGULO COMERCIO DE BRINQUEDOS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
29742020000110,,1,10/10/1977,T R ESTOFEL BAZAR,2135,EMPRESARIO INDIVIDUAL
64704836000150,,1,10/19/1990,ASTRAL COMERCIO E DISTRIBUICAO DE EMBALAGENS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
01737537000100,,1,2/27/1997,CLEVERSON OGEDA DE OLIVEIRA,2135,EMPRESARIO INDIVIDUAL
29901709000140,,1,10/26/1979,IZAIAS FERREIRA DA SILVA,2135,EMPRESARIO INDIVIDUAL
40332074000140,,1,10/30/1991,AGENCIA BRASILEIRA DE CULTURA LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
09559360000100,,1,10/1/1985,ERICA FARIAS,2135,EMPRESARIO INDIVIDUAL
01413676000170,,1,8/28/1996,PARTIDO TRABALHISTA BRASILEIRO,3999,ASSOCIACAO PRIVADA
05575718000120,,1,3/24/2003,EMPRESA MINEIRA DE SERVICOS CADASTRAIS LTDA ME,2240,SOCIEDADE SIMPLES LIMITADA
00193994000100,,1,9/15/1994,ELETRONICA BRASILEIRA LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
49611130000150,,1,2/27/1978,LAURENTINO LOURENCO DE CARVALHO ME,2135,EMPRESARIO INDIVIDUAL
04332958000130,,1,3/13/2001,Z M ROMAO PADARIA E CONFEITARIA ME,2135,EMPRESARIO INDIVIDUAL
23826423000160,,1,11/26/1987,SEBASTIAO ANTONIO MACIEL ME,2135,EMPRESARIO INDIVIDUAL
03119545000100,0,1,4/23/1999,R R FACTORING LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
13996499000180,0,1,7/19/2011,SILVIA HELENA BERGAMASCHI COURA,4120,PRODUTOR RURAL PESSOA FISICA
02914017000180,2,1,11/10/1998,MICHELLE TRAVEL SERVICE AGENCIA DE VIAGENS E TURISMO LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
02914017000180,1,1,11/10/1998,MICHELLE TRAVEL SERVICE AGENCIA DE VIAGENS E TURISMO LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
02914017000180,0,1,11/10/1998,MICHELLE TRAVEL SERVICE AGENCIA DE VIAGENS E TURISMO LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
17007426000170,1,1,8/23/2012,SPH ADMINISTRACAO E COBRANCAS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
17007426000170,0,1,8/23/2012,SPH ADMINISTRACAO E COBRANCAS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
07220777000100,,1,2/4/2005,VANDERLEI BECALETI ME,2135,EMPRESARIO INDIVIDUAL
14430652000170,0,1,10/8/2011,SANDRO DOLORES FERREIRA RIBEIRO MEI,2135,EMPRESARIO INDIVIDUAL
15941863000130,0,1,7/5/2012,ELEICAO 2012 LUCIA APARECIDA FERREIRA SERPA VEREADOR,4090,CANDIDATO A CARGO POLITICO ELETIVO
15957703000180,0,1,7/5/2012,ELEICAO 2012 JULIMAR FERREIRA DOS SANTOS VEREADOR,4090,CANDIDATO A CARGO POLITICO ELETIVO
16001880000150,0,1,7/5/2012,ELEICAO 2012 JOSE ELIAS DE ALENCAR FADUL VEREADOR,4090,CANDIDATO A CARGO POLITICO ELETIVO
64027717000100,0,1,10/1/1990,MIRAGEM PINTURAS LTDA SS,2240,SOCIEDADE SIMPLES LIMITADA
06260687000180,0,1,5/19/2004,JANDYSON DA SILVA COMERCIO ME,2135,EMPRESARIO INDIVIDUAL
95803722000190,0,1,12/16/1992,INDUSTRIA E COMERCIO DE CONFECCOES PRIMATA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
10918259000170,0,1,6/22/2009,TONI JUNIO SANTOS VIANA ME,2135,EMPRESARIO INDIVIDUAL
15375019000190,1,1,4/16/2012,SEBASTIAO APARECIDO DA SILVA ME,2135,EMPRESARIO INDIVIDUAL
15375019000190,0,1,4/16/2012,SEBASTIAO APARECIDO DA SILVA ME,2135,EMPRESARIO INDIVIDUAL
11527962000110,1,1,2/9/2010,EMANUELE MANTOVANI MEI,2135,EMPRESARIO INDIVIDUAL
11527962000110,3,1,2/9/2010,EMANUELE MANTOVANI MEI,2135,EMPRESARIO INDIVIDUAL
11527962000110,4,1,2/9/2010,EMANUELE MANTOVANI MEI,2135,EMPRESARIO INDIVIDUAL
11527962000110,2,1,2/9/2010,EMANUELE MANTOVANI MEI,2135,EMPRESARIO INDIVIDUAL
11527962000110,0,1,2/9/2010,EMANUELE MANTOVANI MEI,2135,EMPRESARIO INDIVIDUAL
08854824000130,0,1,5/8/2007,ASSOCIACAO DE PAIS E MESTRES DA ESCOLA MUNICIPAL DR OSWALDO DUARTE,3999,ASSOCIACAO PRIVADA
