cd_cnpj,de_saude_tributaria,de_nivel_atividade,de_situacao,de_classif_natureza_juridica
13288285000150,AZUL,ALTA,ATIVA,PRIVADO
01260773000170,AZUL,MEDIA,ATIVA,PRIVADO
08084145000120,AZUL,MEDIA,ATIVA,PRIVADO
02958812000170,,INATIVA,BAIXADA,PRIVADO
11615657000180,LARANJA,INATIVA,BAIXADA,PRIVADO
46249322000170,LARANJA,MEDIA,ATIVA,PRIVADO
11682310000150,VERDE,INATIVA,BAIXADA,PRIVADO
24347734000100,LARANJA,MEDIA,ATIVA,PRIVADO
09407977000100,AZUL,MEDIA,ATIVA,PRIVADO
09435040000130,VERDE,INATIVA,BAIXADA,PRIVADO
11130254000140,VERDE,MEDIA,ATIVA,PRIVADO
77832574000150,AZUL,MEDIA,ATIVA,PRIVADO
12307005000140,AZUL,ALTA,ATIVA,PRIVADO
12834424000130,,INATIVA,BAIXADA,PRIVADO
03690329000110,VERDE,ALTA,ATIVA,PRIVADO
05375384000140,,INATIVA,BAIXADA,PRIVADO
09502486000130,AZUL,INATIVA,BAIXADA,PRIVADO
57970550000150,LARANJA,BAIXA,ATIVA,PRIVADO
09502087000170,AZUL,MEDIA,ATIVA,PRIVADO
15429014000100,AZUL,ALTA,ATIVA,PRIVADO
03254985000170,VERDE,ALTA,ATIVA,PRIVADO
05268684000120,LARANJA,MEDIA,ATIVA,PRIVADO
12831267000100,AZUL,MEDIA,ATIVA,PRIVADO
12680215000180,AMARELO,MEDIA,ATIVA,PRIVADO
06236931000170,AMARELO,BAIXA,ATIVA,PRIVADO
11142530000190,AZUL,ALTA,ATIVA,PRIVADO
14557826000160,AMARELO,MEDIA,ATIVA,PRIVADO
44766988000170,LARANJA,MEDIA,ATIVA,PRIVADO
15289848000150,AMARELO,BAIXA,ATIVA,PRIVADO
21779491000190,VERDE,ALTA,ATIVA,PRIVADO
28180743000100,AZUL,ALTA,ATIVA,PRIVADO
16693823000180,AMARELO,MEDIA,ATIVA,PRIVADO
15446367000100,VERDE,ALTA,ATIVA,PRIVADO
15060269000130,VERDE,ALTA,ATIVA,PRIVADO
09348254000250,VERDE,ALTA,ATIVA,PRIVADO
08698684000310,VERDE,MEDIA,ATIVA,PRIVADO
15618621000100,AZUL,MEDIA,ATIVA,PRIVADO
82340126000170,,INATIVA,BAIXADA,PRIVADO
87477170000140,,INATIVA,BAIXADA,PRIVADO
07575989000100,,INATIVA,BAIXADA,PRIVADO
53414850000100,,INATIVA,BAIXADA,PRIVADO
03930303000100,,INATIVA,BAIXADA,PRIVADO
03227862000140,,INATIVA,BAIXADA,PRIVADO
93467470000140,,INATIVA,BAIXADA,PRIVADO
53065827000140,,INATIVA,BAIXADA,PRIVADO
01179214000130,,INATIVA,BAIXADA,PRIVADO
10117342000140,,INATIVA,BAIXADA,PRIVADO
18036764000100,,INATIVA,BAIXADA,PRIVADO
15897407000130,,INATIVA,BAIXADA,PRIVADO
15916074000140,VERDE,ALTA,ATIVA,PRIVADO
08300349000150,AMARELO,MEDIA,ATIVA,PRIVADO
01005943000170,AZUL,ALTA,ATIVA,PRIVADO
16989192000140,VERDE,MEDIA,ATIVA,PRIVADO
17026348000150,VERDE,ALTA,ATIVA,PRIVADO
11528731000120,AMARELO,MEDIA,ATIVA,PRIVADO
10581860000110,VERDE,ALTA,ATIVA,PUBLICO
11262654000100,VERDE,MEDIA,ATIVA,PRIVADO
13372876000100,AMARELO,MEDIA,ATIVA,PRIVADO
08367216000100,VERDE,MEDIA,ATIVA,PRIVADO
11028573000140,AMARELO,MEDIA,ATIVA,PRIVADO
10925674000150,VERDE,ALTA,ATIVA,PRIVADO
15968882000150,,INATIVA,BAIXADA,PRIVADO
09430163000260,VERDE,ALTA,ATIVA,PRIVADO
84258284000100,AMARELO,ALTA,ATIVA,PRIVADO
07526958000160,AZUL,ALTA,ATIVA,PRIVADO
15523131000120,VERDE,ALTA,ATIVA,PRIVADO
15523100000170,AZUL,BAIXA,ATIVA,PRIVADO
14407549000100,AMARELO,MEDIA,ATIVA,PRIVADO
07960771000170,LARANJA,MEDIA,ATIVA,PRIVADO
07980523000190,AMARELO,MEDIA,ATIVA,PRIVADO
08311190000170,AMARELO,ALTA,ATIVA,PRIVADO
09533129000130,AMARELO,MEDIA,ATIVA,PRIVADO
08364243000110,AMARELO,MEDIA,ATIVA,PRIVADO
09365682000100,AZUL,INATIVA,BAIXADA,PRIVADO
14043898000190,AMARELO,INATIVA,BAIXADA,PRIVADO
07301136000180,AMARELO,BAIXA,ATIVA,PRIVADO
08116854000140,AMARELO,BAIXA,ATIVA,PRIVADO
11376996000150,AMARELO,MEDIA,ATIVA,PRIVADO
08367847000110,AMARELO,MEDIA,ATIVA,PRIVADO
07692476000180,AZUL,BAIXA,ATIVA,PRIVADO
14046667000130,AZUL,ALTA,ATIVA,PRIVADO
15863977000100,AMARELO,BAIXA,ATIVA,PRIVADO
07858080000160,VERDE,ALTA,ATIVA,PRIVADO
02083336000190,LARANJA,MEDIA,ATIVA,PRIVADO
34028316850670,VERDE,MEDIA,ATIVA,PUBLICO
13984341000190,VERDE,MEDIA,ATIVA,PRIVADO
16031031000140,VERDE,MEDIA,ATIVA,PRIVADO
13836224000180,AMARELO,MEDIA,ATIVA,PRIVADO
13590182000140,AZUL,ALTA,ATIVA,PRIVADO
10737158000100,LARANJA,ALTA,ATIVA,PRIVADO
01341202000160,LARANJA,BAIXA,ATIVA,PUBLICO
15505960000180,AZUL,ALTA,ATIVA,PRIVADO
15829273000110,AMARELO,MEDIA,ATIVA,PUBLICO
01174997000320,VERMELHO,MEDIA,ATIVA,PRIVADO
00408433000180,LARANJA,MEDIA,ATIVA,PRIVADO
02875997000230,VERDE,ALTA,ATIVA,PRIVADO
58558313000140,AMARELO,MEDIA,ATIVA,PRIVADO
16042959000120,,INATIVA,BAIXADA,PRIVADO
16099373000100,VERDE,MEDIA,ATIVA,PRIVADO
16038079000180,,INATIVA,BAIXADA,PRIVADO
12977486000100,VERDE,ALTA,ATIVA,PRIVADO
25115502000270,VERDE,ALTA,ATIVA,PRIVADO
13242796000130,AMARELO,MEDIA,ATIVA,PRIVADO
15540984000170,AMARELO,MEDIA,ATIVA,PRIVADO
15541779000120,VERDE,MEDIA,ATIVA,PRIVADO
12868656000100,AMARELO,MEDIA,ATIVA,PRIVADO
05252175000100,VERDE,MEDIA,ATIVA,PRIVADO
15552791000130,AMARELO,MEDIA,ATIVA,PRIVADO
00144293000180,VERDE,MEDIA,ATIVA,PRIVADO
16434055000140,AMARELO,MEDIA,ATIVA,PUBLICO
16445365000160,AMARELO,MEDIA,ATIVA,PRIVADO
14540875000190,AMARELO,BAIXA,ATIVA,PRIVADO
00878691000120,LARANJA,MEDIA,ATIVA,PRIVADO
16480490000100,AMARELO,BAIXA,ATIVA,PRIVADO
14506852000160,AZUL,BAIXA,ATIVA,PRIVADO
14520573000150,AZUL,ALTA,ATIVA,PRIVADO
14478023000110,AMARELO,MEDIA,ATIVA,PRIVADO
14465482000160,AMARELO,BAIXA,ATIVA,PRIVADO
14459007000180,AMARELO,MEDIA,ATIVA,PRIVADO
09276959000390,VERDE,ALTA,ATIVA,PRIVADO
01001237000150,LARANJA,BAIXA,ATIVA,PRIVADO
03454730000150,AZUL,MEDIA,ATIVA,PRIVADO
13898773000340,VERDE,MEDIA,ATIVA,PRIVADO
13902811000120,AMARELO,MEDIA,ATIVA,PRIVADO
10158316000240,VERDE,ALTA,ATIVA,PRIVADO
63089825019910,VERDE,ALTA,ATIVA,PRIVADO
68483528000100,AZUL,MEDIA,ATIVA,PRIVADO
57596462000130,LARANJA,BAIXA,ATIVA,PRIVADO
49991599074360,VERDE,ALTA,ATIVA,PRIVADO
05139550000100,VERDE,MEDIA,ATIVA,PRIVADO
66282765000250,AMARELO,ALTA,ATIVA,PRIVADO
90855685000140,VERDE,ALTA,ATIVA,PRIVADO
10758423000200,VERDE,ALTA,ATIVA,PRIVADO
44137990000180,AZUL,ALTA,ATIVA,PRIVADO
49093834001150,VERDE,ALTA,ATIVA,PRIVADO
01091704000180,AZUL,MEDIA,ATIVA,PRIVADO
72135320000160,LARANJA,BAIXA,ATIVA,PRIVADO
01957867000100,VERDE,ALTA,ATIVA,PRIVADO
11414394000140,AMARELO,MEDIA,ATIVA,PRIVADO
04260184000180,LARANJA,BAIXA,ATIVA,PRIVADO
08334272000130,AZUL,MEDIA,ATIVA,PRIVADO
23516834000150,AMARELO,MEDIA,ATIVA,PRIVADO
11095340000160,AZUL,ALTA,ATIVA,PRIVADO
11397142000150,AMARELO,MEDIA,ATIVA,PRIVADO
16621989000190,LARANJA,MEDIA,ATIVA,PRIVADO
89193577000170,AZUL,ALTA,ATIVA,PRIVADO
42329524000170,AZUL,ALTA,ATIVA,PRIVADO
08404730000160,AZUL,MEDIA,ATIVA,PRIVADO
53154225005390,VERDE,MEDIA,ATIVA,PRIVADO
16568109000160,AMARELO,MEDIA,ATIVA,PRIVADO
05874113000130,AZUL,ALTA,ATIVA,PRIVADO
15642348000150,LARANJA,BAIXA,ATIVA,PRIVADO
11413763000180,,INATIVA,BAIXADA,PRIVADO
15691357000130,AZUL,ALTA,ATIVA,PRIVADO
00613792000170,,INATIVA,BAIXADA,PRIVADO
00784353000120,,INATIVA,BAIXADA,PRIVADO
01725585000170,,INATIVA,BAIXADA,PRIVADO
00553750000190,,INATIVA,BAIXADA,PRIVADO
73413049000140,,INATIVA,BAIXADA,PRIVADO
57670242000100,,INATIVA,BAIXADA,PRIVADO
08434506000110,,INATIVA,BAIXADA,PRIVADO
05263658000100,,INATIVA,BAIXADA,PRIVADO
00519587000140,AZUL,ALTA,ATIVA,PRIVADO
04438544000190,,INATIVA,BAIXADA,PRIVADO
11234966000100,,INATIVA,BAIXADA,PRIVADO
08241908000280,VERDE,MEDIA,ATIVA,PRIVADO
15022607000140,VERDE,INATIVA,BAIXADA,PRIVADO
10803350000140,AZUL,ALTA,ATIVA,PRIVADO
11743198000110,AMARELO,BAIXA,ATIVA,PRIVADO
13645813000180,AMARELO,MEDIA,ATIVA,PRIVADO
68950724000130,LARANJA,BAIXA,ATIVA,PRIVADO
08024319000320,VERDE,INATIVA,BAIXADA,PRIVADO
03592321000110,AZUL,MEDIA,ATIVA,PRIVADO
02557806000100,AZUL,MEDIA,ATIVA,PRIVADO
15810589000160,VERDE,ALTA,ATIVA,PRIVADO
03920452000180,AZUL,ALTA,ATIVA,PRIVADO
15809293000120,VERDE,ALTA,ATIVA,PRIVADO
15802999000160,AMARELO,MEDIA,ATIVA,PUBLICO
05778984000150,AZUL,BAIXA,ATIVA,PRIVADO
04650303000100,AZUL,MEDIA,ATIVA,PRIVADO
11623937000130,AMARELO,MEDIA,ATIVA,PRIVADO
05883035000130,AMARELO,ALTA,ATIVA,PRIVADO
00564902000150,AZUL,MEDIA,ATIVA,PRIVADO
00114451000150,AZUL,ALTA,ATIVA,PRIVADO
00946524000170,LARANJA,BAIXA,ATIVA,PRIVADO
11767632000100,VERDE,MEDIA,ATIVA,PRIVADO
05327957000160,AZUL,INATIVA,BAIXADA,PRIVADO
00696154000160,LARANJA,MEDIA,ATIVA,PRIVADO
11281302000100,AMARELO,MEDIA,ATIVA,PRIVADO
04452061000140,AMARELO,ALTA,ATIVA,PRIVADO
06075492000160,AZUL,ALTA,ATIVA,PRIVADO
84331867000110,LARANJA,MEDIA,ATIVA,PRIVADO
07604524000130,,INATIVA,BAIXADA,PRIVADO
07744424000100,VERDE,MEDIA,ATIVA,PRIVADO
07276612000150,LARANJA,BAIXA,ATIVA,PRIVADO
05632715000180,AZUL,MEDIA,ATIVA,PRIVADO
01730248000170,VERDE,ALTA,ATIVA,PRIVADO
07669564000160,VERDE,ALTA,ATIVA,PRIVADO
00135349000130,AZUL,INATIVA,BAIXADA,PRIVADO
12919020000140,VERDE,MEDIA,ATIVA,PRIVADO
04082318000110,AZUL,MEDIA,ATIVA,PRIVADO
00742297000160,LARANJA,ALTA,ATIVA,PRIVADO
12209720000140,AZUL,MEDIA,ATIVA,PRIVADO
11996855000130,AMARELO,BAIXA,ATIVA,PRIVADO
14839341000160,VERDE,MEDIA,ATIVA,PRIVADO
86995867000140,LARANJA,BAIXA,ATIVA,PRIVADO
02950360000260,VERDE,MEDIA,ATIVA,PRIVADO
15478785000180,VERDE,ALTA,ATIVA,PRIVADO
14165731000100,AMARELO,MEDIA,ATIVA,PRIVADO
12524329000130,AZUL,ALTA,ATIVA,PRIVADO
60279981000180,AMARELO,MEDIA,ATIVA,PRIVADO
03727332000160,LARANJA,MEDIA,ATIVA,PRIVADO
13061201000140,AMARELO,BAIXA,ATIVA,PRIVADO
06099211000100,AZUL,ALTA,ATIVA,PRIVADO
05161194000120,AZUL,MEDIA,ATIVA,PRIVADO
07349938000160,AZUL,ALTA,ATIVA,PRIVADO
13404577000100,AZUL,ALTA,ATIVA,PRIVADO
09382956000170,AMARELO,BAIXA,ATIVA,PRIVADO
97057020000130,AZUL,MEDIA,ATIVA,PRIVADO
05075843000170,LARANJA,BAIXA,ATIVA,PRIVADO
03542390000110,AZUL,ALTA,ATIVA,PRIVADO
05997688000140,VERDE,ALTA,ATIVA,PRIVADO
04829042000190,AZUL,MEDIA,ATIVA,PRIVADO
11827242000170,AZUL,ALTA,ATIVA,PRIVADO
08239099000190,AMARELO,MEDIA,ATIVA,PRIVADO
81072993000290,VERDE,ALTA,ATIVA,PRIVADO
01824785000180,LARANJA,BAIXA,ATIVA,PRIVADO
09041396000190,AZUL,MEDIA,ATIVA,PRIVADO
11628976000120,LARANJA,MUITO BAIXA,ATIVA,PRIVADO
05110967000140,LARANJA,BAIXA,ATIVA,PRIVADO
49930514122320,VERMELHO,MUITO BAIXA,ATIVA,PRIVADO
11029239000100,AZUL,MEDIA,ATIVA,PRIVADO
08081547000170,AZUL,MEDIA,ATIVA,PRIVADO
72692114000150,,INATIVA,BAIXADA,PRIVADO
64646540000120,AZUL,ALTA,ATIVA,PRIVADO
11447789000140,AZUL,INATIVA,BAIXADA,PRIVADO
02796422000140,VERMELHO,MEDIA,ATIVA,PRIVADO
09201140000100,AZUL,MEDIA,ATIVA,PRIVADO
09871344000140,,INATIVA,BAIXADA,PRIVADO
07436658000270,VERDE,ALTA,ATIVA,PRIVADO
04796489000100,AZUL,ALTA,ATIVA,PRIVADO
13078538000160,AMARELO,MEDIA,ATIVA,PRIVADO
23160641000290,VERDE,ALTA,ATIVA,PRIVADO
59956359000180,LARANJA,BAIXA,ATIVA,PRIVADO
10719640000100,AZUL,MEDIA,ATIVA,PRIVADO
08229862000100,,INATIVA,BAIXADA,PRIVADO
15822692000120,AMARELO,BAIXA,ATIVA,PRIVADO
08751146000180,,INATIVA,BAIXADA,PRIVADO
08328759000100,,INATIVA,BAIXADA,PRIVADO
10865200000160,AZUL,INATIVA,BAIXADA,PRIVADO
08694241000190,VERDE,ALTA,ATIVA,PRIVADO
08120965000120,,INATIVA,BAIXADA,PRIVADO
06002882000100,VERMELHO,BAIXA,ATIVA,PRIVADO
07033801000100,,INATIVA,BAIXADA,PRIVADO
04468285000140,,INATIVA,BAIXADA,PRIVADO
04747846000140,,INATIVA,BAIXADA,PRIVADO
06679321000140,,INATIVA,BAIXADA,PRIVADO
04062884000160,,INATIVA,BAIXADA,PRIVADO
06149328000150,,INATIVA,BAIXADA,PRIVADO
04128245000150,,INATIVA,BAIXADA,PRIVADO
02851333000150,,INATIVA,BAIXADA,PRIVADO
02535035000150,,INATIVA,BAIXADA,PRIVADO
02851629000170,,INATIVA,BAIXADA,PRIVADO
03298323000100,,INATIVA,BAIXADA,PRIVADO
03360480000190,,INATIVA,BAIXADA,PRIVADO
07136359000130,,INATIVA,BAIXADA,PRIVADO
10000580000170,,INATIVA,BAIXADA,PRIVADO
14850788000130,,INATIVA,BAIXADA,PRIVADO
10124345000100,,INATIVA,BAIXADA,PRIVADO
10151262000100,,INATIVA,BAIXADA,PRIVADO
01164086000150,,INATIVA,BAIXADA,PRIVADO
03158521000160,,INATIVA,BAIXADA,PRIVADO
10008335000100,,INATIVA,BAIXADA,PRIVADO
63584437000130,,INATIVA,BAIXADA,PRIVADO
09460474000190,AMARELO,MEDIA,ATIVA,PRIVADO
07919053000150,VERMELHO,ALTA,ATIVA,PRIVADO
08920368000180,VERDE,INATIVA,BAIXADA,PRIVADO
08537016000140,,INATIVA,BAIXADA,PRIVADO
01632130000100,AZUL,MEDIA,ATIVA,PRIVADO
86931169000180,LARANJA,INATIVA,BAIXADA,PRIVADO
07231388000180,AMARELO,MEDIA,ATIVA,PRIVADO
11352161000160,AZUL,MEDIA,ATIVA,PRIVADO
04356526000160,AZUL,MEDIA,ATIVA,PRIVADO
80762511000180,AMARELO,MEDIA,ATIVA,PRIVADO
14419363000170,AMARELO,ALTA,ATIVA,PRIVADO
07667809000110,VERDE,MEDIA,ATIVA,PRIVADO
15584589000190,VERDE,ALTA,ATIVA,PRIVADO
14227510000100,VERDE,ALTA,ATIVA,PRIVADO
05823159000120,VERDE,ALTA,ATIVA,PRIVADO
12863319000120,AZUL,ALTA,ATIVA,PRIVADO
09253921000130,LARANJA,MEDIA,ATIVA,PRIVADO
15702077000180,AMARELO,MEDIA,ATIVA,PRIVADO
15229514000190,VERDE,ALTA,ATIVA,PRIVADO
15417945000180,AZUL,ALTA,ATIVA,PRIVADO
08867612000430,VERDE,MEDIA,ATIVA,PRIVADO
08615750000260,VERDE,MEDIA,ATIVA,PRIVADO
08548657000280,VERDE,ALTA,ATIVA,PRIVADO
08460789000760,VERDE,MEDIA,ATIVA,PRIVADO
26200253000100,AZUL,ALTA,ATIVA,PRIVADO
15233189000130,VERDE,ALTA,ATIVA,PRIVADO
08151023000290,VERDE,MEDIA,ATIVA,PRIVADO
08442052000200,VERDE,MEDIA,ATIVA,PRIVADO
15600088000150,VERDE,MEDIA,ATIVA,PRIVADO
13686432000140,VERDE,MEDIA,ATIVA,PRIVADO
10420716000100,AZUL,ALTA,ATIVA,PRIVADO
03448286000160,VERDE,ALTA,ATIVA,PRIVADO
63361117000110,AZUL,ALTA,ATIVA,PRIVADO
12013260000180,VERDE,ALTA,ATIVA,PRIVADO
11924341000170,VERDE,ALTA,ATIVA,PRIVADO
04052939000150,LARANJA,MEDIA,ATIVA,PRIVADO
09147451000120,AZUL,ALTA,ATIVA,PRIVADO
48466494000120,AZUL,MEDIA,ATIVA,PRIVADO
05027408000170,LARANJA,BAIXA,ATIVA,PRIVADO
40993396000130,AMARELO,ALTA,ATIVA,PRIVADO
13402752000120,VERDE,MEDIA,ATIVA,PRIVADO
13029078000180,AZUL,INATIVA,BAIXADA,PRIVADO
00834577000280,VERDE,ALTA,ATIVA,PRIVADO
88531454000210,AMARELO,MEDIA,ATIVA,PRIVADO
05992546000190,AZUL,MEDIA,ATIVA,PRIVADO
05506962000130,AZUL,MEDIA,ATIVA,PRIVADO
11388126000100,AZUL,MEDIA,ATIVA,PRIVADO
07965262000300,VERMELHO,ALTA,ATIVA,PUBLICO
14307131000120,AMARELO,INATIVA,BAIXADA,PRIVADO
76363761000170,LARANJA,MEDIA,ATIVA,PRIVADO
72834989000140,VERDE,ALTA,ATIVA,PRIVADO
14561753000180,VERDE,MEDIA,ATIVA,PRIVADO
14567894000100,AZUL,MEDIA,ATIVA,PRIVADO
14382772000140,AZUL,MEDIA,ATIVA,PRIVADO
15305586000170,VERDE,ALTA,ATIVA,PRIVADO
75069450000130,LARANJA,MEDIA,ATIVA,PRIVADO
11353162000120,AZUL,MEDIA,ATIVA,PRIVADO
10469156000170,AZUL,MEDIA,ATIVA,PRIVADO
12093765000100,AZUL,BAIXA,ATIVA,PRIVADO
11597509000180,AMARELO,MEDIA,ATIVA,PRIVADO
10265799000100,AZUL,MEDIA,ATIVA,PRIVADO
11143128000120,AMARELO,MEDIA,ATIVA,PRIVADO
10758202000150,AMARELO,MEDIA,ATIVA,PRIVADO
12317042000130,AZUL,MEDIA,ATIVA,PRIVADO
13663740000150,VERDE,MEDIA,ATIVA,PRIVADO
11521175000160,AMARELO,BAIXA,ATIVA,PRIVADO
01615897000120,,INATIVA,BAIXADA,PRIVADO
01030529000110,,INATIVA,BAIXADA,PRIVADO
50122092000150,,INATIVA,BAIXADA,PRIVADO
78924867000120,,INATIVA,BAIXADA,PRIVADO
90286543000100,,INATIVA,BAIXADA,PRIVADO
48089437000170,,INATIVA,BAIXADA,PRIVADO
83126763000100,,INATIVA,BAIXADA,PRIVADO
46230710000290,,INATIVA,BAIXADA,PRIVADO
52883147000170,,INATIVA,BAIXADA,PRIVADO
23762784000190,,INATIVA,BAIXADA,PRIVADO
62548078000100,,INATIVA,BAIXADA,PRIVADO
57566846000100,,INATIVA,BAIXADA,PRIVADO
29209566000100,,INATIVA,BAIXADA,PRIVADO
65008096000180,,INATIVA,BAIXADA,PRIVADO
05949323000140,,INATIVA,BAIXADA,PRIVADO
42949727000160,,INATIVA,BAIXADA,PRIVADO
01520137000130,,INATIVA,BAIXADA,PRIVADO
07090196000100,,INATIVA,BAIXADA,PRIVADO
07297670000160,,INATIVA,BAIXADA,PRIVADO
13011465000190,,INATIVA,BAIXADA,PRIVADO
10182085000120,,INATIVA,BAIXADA,PRIVADO
12195133000140,AMARELO,MEDIA,ATIVA,PRIVADO
14050046000120,AZUL,ALTA,ATIVA,PRIVADO
15651121000170,AMARELO,MEDIA,ATIVA,PRIVADO
15654390000190,AZUL,MEDIA,ATIVA,PRIVADO
13928772000130,AMARELO,MEDIA,ATIVA,PRIVADO
15134178000100,VERDE,MEDIA,ATIVA,PRIVADO
09582254000130,AZUL,ALTA,ATIVA,PRIVADO
14821976000130,VERDE,MEDIA,ATIVA,PRIVADO
14022713000160,AZUL,ALTA,ATIVA,PRIVADO
17009889000170,AMARELO,MEDIA,ATIVA,PRIVADO
13757874000130,VERDE,ALTA,ATIVA,PRIVADO
13960207000150,VERDE,ALTA,ATIVA,PRIVADO
14411671000150,AMARELO,MEDIA,ATIVA,PRIVADO
13919712000150,AMARELO,MEDIA,ATIVA,PRIVADO
54892252000100,VERDE,ALTA,ATIVA,PRIVADO
10583295000120,AZUL,ALTA,ATIVA,PRIVADO
15995711000110,,INATIVA,BAIXADA,PRIVADO
05425759000130,VERDE,MEDIA,ATIVA,PRIVADO
08915050000100,AZUL,ALTA,ATIVA,PRIVADO
13954635000170,AZUL,MEDIA,ATIVA,PRIVADO
96495270000190,VERDE,ALTA,ATIVA,PRIVADO
16838878000130,,INATIVA,BAIXADA,PRIVADO
42152603000230,VERDE,ALTA,ATIVA,PRIVADO
11835108000110,AMARELO,MEDIA,ATIVA,PRIVADO
47478045000130,AMARELO,MEDIA,ATIVA,PRIVADO
23434889000110,AZUL,MEDIA,ATIVA,PRIVADO
15864827000110,AMARELO,MEDIA,ATIVA,PRIVADO
15370397000180,AZUL,ALTA,ATIVA,PRIVADO
02904031000100,AZUL,ALTA,ATIVA,PRIVADO
09327402000170,AMARELO,MEDIA,ATIVA,PRIVADO
08338976000180,AZUL,ALTA,ATIVA,PRIVADO
02117894000120,AZUL,ALTA,ATIVA,PRIVADO
09456273000110,VERDE,ALTA,ATIVA,PRIVADO
07824034000140,AZUL,ALTA,ATIVA,PRIVADO
13096421000100,AZUL,MEDIA,ATIVA,PRIVADO
03198376000140,AZUL,ALTA,ATIVA,PRIVADO
08879385000110,LARANJA,BAIXA,ATIVA,PRIVADO
13849274000100,AMARELO,MEDIA,ATIVA,PRIVADO
15840805000110,VERDE,ALTA,ATIVA,PRIVADO
02691890000150,LARANJA,BAIXA,ATIVA,PRIVADO
05631280000150,AMARELO,MEDIA,ATIVA,PRIVADO
15513793000110,VERDE,ALTA,ATIVA,PRIVADO
02386884000190,LARANJA,MEDIA,ATIVA,PRIVADO
05035675000190,AMARELO,MEDIA,ATIVA,PRIVADO
13796241000130,VERDE,INATIVA,BAIXADA,PRIVADO
03739115000190,LARANJA,ALTA,ATIVA,PRIVADO
10746875000190,AZUL,MEDIA,ATIVA,PRIVADO
13882569000170,AMARELO,MEDIA,ATIVA,PRIVADO
13813622000180,AMARELO,ALTA,ATIVA,PRIVADO
13917585000150,AZUL,ALTA,ATIVA,PRIVADO
01009319000140,LARANJA,MEDIA,ATIVA,PRIVADO
07490676000150,LARANJA,BAIXA,ATIVA,PRIVADO
15827507000190,AMARELO,MEDIA,ATIVA,PUBLICO
03454167000110,AMARELO,MEDIA,ATIVA,PRIVADO
02971707000170,AZUL,ALTA,ATIVA,PRIVADO
01887198000130,VERDE,ALTA,ATIVA,PRIVADO
13384992000140,AZUL,MEDIA,ATIVA,PRIVADO
73363178000170,LARANJA,BAIXA,ATIVA,PRIVADO
78552296000140,AMARELO,MEDIA,ATIVA,PRIVADO
16038290000100,,INATIVA,BAIXADA,PRIVADO
16047744000100,,INATIVA,BAIXADA,PRIVADO
01912375000190,AZUL,ALTA,ATIVA,PRIVADO
16096119000140,AZUL,MEDIA,ATIVA,PRIVADO
15162694000130,VERDE,MEDIA,ATIVA,PRIVADO
13984797000150,AMARELO,MEDIA,ATIVA,PRIVADO
15541661000100,VERDE,ALTA,ATIVA,PRIVADO
14848787000150,AMARELO,INATIVA,BAIXADA,PRIVADO
14850418000100,VERDE,MEDIA,ATIVA,PRIVADO
09539855000160,AZUL,MEDIA,ATIVA,PRIVADO
24132565000190,LARANJA,MEDIA,ATIVA,PRIVADO
12214957000110,AMARELO,MEDIA,ATIVA,PRIVADO
13724593000180,VERDE,MEDIA,ATIVA,PRIVADO
13831087000190,AMARELO,MEDIA,ATIVA,PRIVADO
12470113000130,AMARELO,MEDIA,ATIVA,PRIVADO
09793548000100,LARANJA,ALTA,ATIVA,PRIVADO
09372163000170,VERDE,ALTA,ATIVA,PRIVADO
15191955000140,AZUL,BAIXA,ATIVA,PRIVADO
15196698000130,AZUL,MEDIA,ATIVA,PRIVADO
15673237000100,AZUL,INATIVA,BAIXADA,PRIVADO
14512547000180,AMARELO,BAIXA,ATIVA,PRIVADO
12940450001620,VERMELHO,MEDIA,ATIVA,PRIVADO
11475677000100,AZUL,ALTA,ATIVA,PRIVADO
63937635000130,VERDE,ALTA,ATIVA,PRIVADO
24645871000120,LARANJA,BAIXA,ATIVA,PRIVADO
75892067001230,VERDE,ALTA,ATIVA,PRIVADO
09070618000100,AZUL,ALTA,ATIVA,PRIVADO
14749784000160,AZUL,MEDIA,ATIVA,PRIVADO
16528123000130,AMARELO,MEDIA,ATIVA,PRIVADO
02169503000110,VERDE,ALTA,ATIVA,PRIVADO
82254699000180,LARANJA,BAIXA,ATIVA,PRIVADO
09573012000180,AMARELO,MEDIA,ATIVA,PRIVADO
55024442000160,,INATIVA,BAIXADA,PRIVADO
15048452000110,AMARELO,BAIXA,ATIVA,PRIVADO
10372632000130,AZUL,MEDIA,ATIVA,PRIVADO
01652307000130,LARANJA,MEDIA,ATIVA,PRIVADO
10258842000100,AMARELO,MEDIA,ATIVA,PRIVADO
11749251000190,AZUL,MEDIA,ATIVA,PRIVADO
79425278000160,VERDE,MEDIA,ATIVA,PRIVADO
07281814000190,AZUL,MEDIA,ATIVA,PRIVADO
05077957000150,LARANJA,MEDIA,ATIVA,PRIVADO
37587276000390,VERDE,ALTA,ATIVA,PRIVADO
08956517000160,,INATIVA,BAIXADA,PRIVADO
05932576000100,AZUL,MEDIA,ATIVA,PRIVADO
01603958000130,LARANJA,BAIXA,ATIVA,PRIVADO
15216250000130,AMARELO,MEDIA,ATIVA,PRIVADO
06747698000190,,INATIVA,BAIXADA,PRIVADO
06794893000170,,INATIVA,BAIXADA,PRIVADO
00468710000140,,INATIVA,BAIXADA,PRIVADO
05745076000160,,INATIVA,BAIXADA,PRIVADO
03215698000150,,INATIVA,BAIXADA,PRIVADO
00610197000180,,INATIVA,BAIXADA,PRIVADO
